gene_id	geneName	Chr	Start	End
maker-000376F-exonerate_protein2genome-gene-4.3	sf3b5	000376F	1026341	1026598
maker-000376F-est_gff_StringTie-gene-4.1	leng1	000376F	1027141	1054529
maker-000376F-est_gff_StringTie-gene-5.1	NA	000376F	1066139	1134379
maker-000376F-est_gff_StringTie-gene-5.2	cpn2_2	000376F	1134437	1158551
maker-000376F-est_gff_StringTie-gene-6.0	rxfp1_3	000376F	1326178	1409103
augustus_masked-000047F-processed-gene-0.2	NA	000047F	3633	4021
augustus_masked-000047F-processed-gene-0.53	iiv6-313l	000047F	56931	57332
augustus_masked-000047F-processed-gene-0.54	mimi_r904	000047F	57635	58769
maker-000047F-exonerate_protein2genome-gene-0.1	rrm2_12	000047F	64516	65592
augustus_masked-000047F-processed-gene-0.82	alkbh2_8	000047F	100245	100838
maker-000047F-est_gff_StringTie-gene-1.0	med27	000047F	281226	314065
maker-000047F-est_gff_StringTie-gene-1.1	NA	000047F	294668	296976
evm-000047F-processed-gene-3.0	lmo4	000047F	347350	759140
evm-000047F-processed-gene-5.8	cdk5rap2	000047F	1073206	1154242
maker-000047F-est_gff_StringTie-gene-5.0	NA	000047F	1117317	1149348
maker-000047F-est_gff_StringTie-gene-5.1	chchd5	000047F	1224233	1253964
maker-000047F-augustus-gene-5.1	NA	000047F	1246406	1247419
maker-000047F-est_gff_StringTie-gene-6.0	NA	000047F	1323934	1347964
maker-000047F-exonerate_protein2genome-gene-8.0	pbx3_2	000047F	1620091	1917759
maker-000047F-augustus-gene-8.4	pbx3	000047F	1902301	1917759
maker-000047F-est_gff_StringTie-gene-9.0	mapkap1	000047F	1917657	2087818
maker-000047F-est_gff_StringTie-gene-8.2	NA	000047F	1941278	1950522
evm-000047F-processed-gene-11.0	lmx1b	000047F	2215796	2343104
maker-000047F-augustus-gene-11.21	v1g140887_dnttip2	000047F	2381814	2417964
evm-000047F-processed-gene-10.5	igfals_2	000047F	2474240	2478800
maker-000047F-augustus-gene-11.22	imp3_2	000047F	2501030	2516407
maker-000047F-augustus-gene-11.23	imp3	000047F	2551166	2561710
maker-000047F-est_gff_StringTie-gene-11.0	NA	000047F	2601501	2605873
evm-000047F-processed-gene-11.2	n_2	000047F	2646899	2774335
maker-000047F-est_gff_StringTie-gene-11.4	NA	000047F	2766468	2775947
maker-000047F-est_gff_StringTie-gene-12.0	dolpp1	000047F	2807617	2826358
maker-000047F-est_gff_StringTie-gene-12.2	crat	000047F	2826450	2897836
augustus_masked-000047F-processed-gene-12.8	rnf14	000047F	2908995	2910530
maker-000047F-est_gff_StringTie-gene-13.5	spred2_spred1	000047F	2943709	3117632
augustus_masked-000047F-processed-gene-13.6	NA	000047F	3128860	3129090
maker-000047F-est_gff_StringTie-gene-13.3	NA	000047F	3184260	3187460
maker-000047F-est_gff_StringTie-gene-13.6	lcmt2	000047F	3189196	3225905
maker-000047F-exonerate_protein2genome-gene-13.0	hay	000047F	3226141	3273905
evm-000047F-processed-gene-14.1	NA	000047F	3295393	3299065
maker-000047F-est_gff_StringTie-gene-14.0	evi5	000047F	3300189	3500202
maker-000047F-est_gff_StringTie-gene-14.2	NA	000047F	3457697	3462201
augustus_masked-000047F-processed-gene-15.1	atg10	000047F	3532620	3533174
maker-000047F-est_gff_StringTie-gene-15.0	oatp74d_3	000047F	3544308	3592593
maker-000047F-est_gff_StringTie-gene-16.0	oatp74d_7	000047F	3619777	3943302
maker-000047F-est_gff_StringTie-gene-17.0	NA	000047F	4083879	4090259
maker-000047F-est_gff_StringTie-gene-17.3	slco5a1	000047F	4113017	4159088
maker-000047F-est_gff_StringTie-gene-17.1	NA	000047F	4186912	4232041
maker-000047F-est_gff_StringTie-gene-17.2	NA	000047F	4232763	4233318
maker-000047F-est_gff_StringTie-gene-18.1	NA	000047F	4253804	4402726
maker-000047F-est_gff_StringTie-gene-20.0	NA	000047F	4571119	4883962
maker-000047F-est_gff_StringTie-gene-21.0	dscam_7	000047F	4668468	5046106
maker-000047F-augustus-gene-22.0	NA	000047F	5134753	5199427
maker-000047F-est_gff_StringTie-gene-24.0	dscam2_dscam_2	000047F	5372564	5861909
maker-000047F-est_gff_StringTie-gene-25.0	NA	000047F	5862044	6092317
maker-000047F-est_gff_StringTie-gene-27.0	NA	000047F	6464383	6529713
maker-000047F-est_gff_StringTie-gene-28.1	NA	000047F	6650065	6762610
maker-000047F-est_gff_StringTie-gene-28.0	NA	000047F	6836119	6867655
maker-000047F-est_gff_StringTie-gene-31.0	dscam2_19	000047F	6919388	7381341
maker-000047F-est_gff_StringTie-gene-32.0	NA	000047F	7649986	7668399
maker-000047F-est_gff_StringTie-gene-32.1	NA	000047F	7821336	7824049
maker-000047F-est_gff_StringTie-gene-34.0	dscam2_23	000047F	7888645	8234370
maker-000047F-est_gff_StringTie-gene-34.1	NA	000047F	8080658	8086307
maker-000047F-est_gff_StringTie-gene-34.2	NA	000047F	8306841	8310770
maker-000047F-est_gff_StringTie-gene-36.1	dscam2_dscam_5	000047F	8434879	8935608
maker-000047F-est_gff_StringTie-gene-36.2	NA	000047F	8691287	8692330
maker-000800F-est_gff_StringTie-gene-0.0	wrn_2	000800F	41892	112895
augustus_masked-000800F-processed-gene-0.1	NA	000800F	126409	126660
maker-000273F-exonerate_protein2genome-gene-0.0	gatad1_2	000273F	37722	38306
evm-000273F-processed-gene-0.1	gstm3	000273F	57239	78279
maker-000273F-exonerate_protein2genome-gene-0.1	chid1	000273F	78381	144529
maker-000273F-est_gff_StringTie-gene-1.2	grid2	000273F	145261	163332
maker-000273F-est_gff_StringTie-gene-1.1	NA	000273F	256697	388015
maker-000273F-est_gff_StringTie-gene-2.1	tbc1d5	000273F	391541	466614
maker-000273F-est_gff_StringTie-gene-2.0	act1	000273F	458715	575596
maker-000273F-est_gff_StringTie-gene-2.2	pih1d1	000273F	493551	588961
maker-000273F-est_gff_StringTie-gene-3.1	fam214a_2	000273F	634093	767944
maker-000273F-augustus-gene-4.4	chs-2	000273F	795925	843415
maker-000273F-est_gff_StringTie-gene-3.0	NA	000273F	808081	812437
augustus_masked-000273F-processed-gene-4.8	NA	000273F	850749	851072
maker-000273F-exonerate_protein2genome-gene-4.5	gpd2	000273F	901483	969703
maker-000273F-exonerate_protein2genome-gene-4.6	ypel5_4	000273F	982897	1001264
maker-000273F-est_gff_StringTie-gene-4.1	chrnd	000273F	1023866	1058725
maker-000273F-augustus-gene-4.2	NA	000273F	1066052	1101748
maker-000273F-est_gff_StringTie-gene-4.2	zswim1	000273F	1066052	1111081
maker-000273F-est_gff_StringTie-gene-5.0	dram1_8	000273F	1114583	1184085
maker-000273F-est_gff_StringTie-gene-5.1	dram1_2	000273F	1206060	1224206
maker-000273F-est_gff_StringTie-gene-5.2	dram2	000273F	1239833	1273930
evm-000273F-processed-gene-5.4	dram1_6	000273F	1274135	1291006
maker-000273F-est_gff_StringTie-gene-5.3	dram1	000273F	1298434	1338531
evm-000273F-processed-gene-5.1	dram1_5	000273F	1337852	1359257
maker-000273F-est_gff_StringTie-gene-6.0	NA	000273F	1405904	1433720
augustus_masked-000273F-processed-gene-6.0	NA	000273F	1414201	1422423
maker-000273F-est_gff_StringTie-gene-7.0	ky_2	000273F	1490816	1630837
maker-000273F-est_gff_StringTie-gene-7.3	NA	000273F	1639546	1678121
maker-000273F-est_gff_StringTie-gene-7.1	NA	000273F	1667609	1712922
maker-000273F-est_gff_StringTie-gene-7.2	smyd5	000273F	1717563	1792460
augustus_masked-000273F-processed-gene-7.12	casp2	000273F	1810094	1811248
maker-000273F-exonerate_protein2genome-gene-8.0	ctbp_2	000273F	1872945	2012097
maker-000273F-est_gff_StringTie-gene-9.0	mgll_2	000273F	2093443	2149378
maker-000273F-est_gff_StringTie-gene-10.0	mgll	000273F	2228696	2334281
maker-000273F-est_gff_StringTie-gene-10.2	NA	000273F	2335436	2370911
maker-000273F-augustus-gene-10.2	apod_2	000273F	2388527	2401017
maker-000273F-augustus-gene-10.3	slc18b1_5	000273F	2418063	2507590
maker-000273F-est_gff_StringTie-gene-10.1	NA	000273F	2524739	2559416
maker-000273F-est_gff_StringTie-gene-11.3	NA	000273F	2630353	2636878
maker-000273F-est_gff_StringTie-gene-11.4	glra1_glrb_glc-1_acc-1_glra2	000273F	2637141	2721276
maker-000273F-est_gff_StringTie-gene-11.5	bag	000273F	2762840	2768931
maker-000273F-est_gff_StringTie-gene-11.7	grip1	000273F	2784722	2861135
evm-000273F-processed-gene-11.2	bend5	000273F	2873729	2879281
maker-000433F-est_gff_StringTie-gene-0.1	NA	000433F	79489	87998
maker-000433F-augustus-gene-0.8	foxf1-a	000433F	98132	121766
augustus_masked-000433F-processed-gene-2.1	foxc2-b	000433F	290152	291867
maker-000433F-augustus-gene-2.0	NA	000433F	504891	512425
evm-000433F-processed-gene-3.2	foxl1	000433F	643035	669574
augustus_masked-000433F-processed-gene-3.7	NA	000433F	670386	670631
maker-000433F-est_gff_StringTie-gene-4.0	col1a2	000433F	857208	930933
maker-000433F-est_gff_StringTie-gene-4.2	elovl4_8	000433F	932835	963739
maker-000433F-est_gff_StringTie-gene-4.3	elovl7_10	000433F	966431	991163
maker-000433F-est_gff_StringTie-gene-4.4	elovl7_6	000433F	999341	1043317
maker-000433F-est_gff_StringTie-gene-4.5	elovl7_3	000433F	1052525	1094138
maker-000433F-est_gff_StringTie-gene-4.1	NA	000433F	1101545	1145602
maker-000433F-augustus-gene-4.21	tox3_tox4	000433F	1204883	1334539
maker-001189F-est_gff_StringTie-gene-0.0	NA	001189F	20994	32270
maker-001189F-est_gff_StringTie-gene-0.1	picot_20	001189F	35009	44057
maker-000415F-est_gff_StringTie-gene-1.4	mtmr14	000415F	152025	201631
maker-000415F-exonerate_protein2genome-gene-1.0	ankrd13d	000415F	202203	269087
maker-000415F-est_gff_StringTie-gene-1.5	NA	000415F	250119	283668
maker-000415F-est_gff_StringTie-gene-1.2	ints2	000415F	283720	338318
maker-000415F-est_gff_StringTie-gene-1.6	lrrc47	000415F	340387	356002
maker-000415F-est_gff_StringTie-gene-1.3	mmab	000415F	356094	381143
maker-000415F-est_gff_StringTie-gene-1.7	cbg23705_coa8	000415F	381353	392204
maker-000415F-est_gff_StringTie-gene-2.1	sbspon_2	000415F	422175	437148
evm-000415F-processed-gene-3.5	fam214a	000415F	522088	670267
maker-000415F-augustus-gene-3.2	tubb4b_2	000415F	712313	736180
evm-000415F-processed-gene-3.7	NA	000415F	788903	821628
maker-000415F-est_gff_StringTie-gene-3.2	vapa	000415F	822067	848196
maker-000415F-est_gff_StringTie-gene-4.0	slc41a2	000415F	887903	924522
maker-000415F-exonerate_protein2genome-gene-4.1	znf271_znf227_znf84_znf568	000415F	1027652	1048491
maker-000415F-exonerate_protein2genome-gene-5.4	znf782_10	000415F	1170681	1171586
maker-000415F-augustus-gene-5.4	NA	000415F	1203510	1239914
maker-000415F-est_gff_StringTie-gene-5.5	NA	000415F	1474803	1487380
evm-000082F-processed-gene-0.3	tmed8	000082F	22965	68612
maker-000082F-est_gff_StringTie-gene-0.2	sae1	000082F	72706	93625
maker-000082F-est_gff_StringTie-gene-1.3	NA	000082F	190564	193820
maker-000082F-est_gff_StringTie-gene-1.4	NA	000082F	244044	276722
maker-000082F-est_gff_StringTie-gene-1.2	NA	000082F	274200	292616
maker-000082F-est_gff_StringTie-gene-1.5	NA	000082F	289100	313315
maker-000082F-est_gff_StringTie-gene-1.6	NA	000082F	318150	349122
maker-000082F-est_gff_StringTie-gene-1.7	NA	000082F	351942	380430
evm-000082F-processed-gene-2.12	NA	000082F	391933	427252
maker-000082F-est_gff_StringTie-gene-2.3	NA	000082F	431981	459437
maker-000082F-augustus-gene-2.10	pabpc1	000082F	461611	476881
maker-000082F-exonerate_protein2genome-gene-2.0	stx5	000082F	549863	560136
maker-000082F-est_gff_StringTie-gene-3.3	sarnp	000082F	568384	674132
maker-000082F-est_gff_StringTie-gene-3.2	ankrd10	000082F	717205	749193
augustus_masked-000082F-processed-gene-3.8	hnrnp_3	000082F	792740	793633
maker-000082F-exonerate_protein2genome-gene-3.0	spase22-23	000082F	794129	794671
maker-000082F-est_gff_StringTie-gene-6.1	NA	000082F	1359767	1365368
maker-000082F-est_gff_StringTie-gene-6.0	NA	000082F	1457995	1460194
maker-000082F-est_gff_StringTie-gene-7.1	frmpd4	000082F	1537087	1672403
maker-000082F-est_gff_StringTie-gene-8.0	NA	000082F	1962463	2030372
maker-000082F-est_gff_StringTie-gene-9.0	NA	000082F	2081971	2092810
augustus_masked-000082F-processed-gene-9.9	NA	000082F	2189086	2189325
augustus_masked-000082F-processed-gene-10.1	tc1a	000082F	2337889	2338674
maker-000082F-est_gff_StringTie-gene-10.0	NA	000082F	2488436	2489851
maker-000082F-augustus-gene-12.8	c9orf78	000082F	2880275	2900684
maker-000082F-est_gff_StringTie-gene-12.0	slc44a2	000082F	2904705	2979913
maker-000082F-est_gff_StringTie-gene-13.1	obst-e_7	000082F	3014707	3131958
maker-000082F-est_gff_StringTie-gene-13.0	NA	000082F	3113228	3161999
maker-000082F-est_gff_StringTie-gene-14.0	obst-e_4	000082F	3392151	3435780
augustus_masked-000082F-processed-gene-14.8	znf836_2	000082F	3497145	3499127
maker-000082F-augustus-gene-15.0	eif2s3y_sgce	000082F	3511597	3577077
augustus_masked-000082F-processed-gene-15.5	NA	000082F	3518413	3518751
augustus_masked-000082F-processed-gene-15.6	pgbd4_7	000082F	3519388	3520143
maker-000082F-est_gff_StringTie-gene-15.2	NA	000082F	3593057	3627764
maker-000082F-est_gff_StringTie-gene-16.0	NA	000082F	3729417	3824380
maker-000082F-est_gff_StringTie-gene-17.0	mgam_2	000082F	3849205	4023109
maker-000082F-est_gff_StringTie-gene-18.0	mgam	000082F	4140763	4262926
maker-000082F-est_gff_StringTie-gene-18.1	NA	000082F	4263003	4266411
maker-000082F-est_gff_StringTie-gene-18.2	NA	000082F	4313543	4320929
augustus_masked-000082F-processed-gene-18.10	NA	000082F	4401915	4404386
maker-000082F-est_gff_StringTie-gene-18.3	bend5_12	000082F	4409342	4413348
maker-000082F-est_gff_StringTie-gene-18.4	mgam_5	000082F	4437750	4451585
maker-000082F-augustus-gene-19.2	mgam2	000082F	4462077	4498125
maker-000082F-est_gff_StringTie-gene-19.4	NA	000082F	4500502	4501183
maker-000082F-est_gff_StringTie-gene-19.5	tex11	000082F	4502606	4526339
evm-000082F-processed-gene-19.7	copg2	000082F	4533678	4569910
evm-000082F-processed-gene-20.6	pdcd11_2	000082F	4577281	4627698
maker-000082F-exonerate_protein2genome-gene-20.5	elk3	000082F	4639943	4752937
maker-000082F-est_gff_StringTie-gene-19.3	NA	000082F	4689165	4689499
maker-000082F-est_gff_StringTie-gene-20.1	NA	000082F	4874083	4891699
augustus_masked-000082F-processed-gene-20.21	NA	000082F	4903629	4905410
maker-000082F-exonerate_protein2genome-gene-20.4	trappc1	000082F	4905770	4922399
maker-000082F-est_gff_StringTie-gene-21.2	rad21	000082F	4930187	4971116
maker-000082F-est_gff_StringTie-gene-21.1	hmgxb4	000082F	4971449	5010078
augustus_masked-000082F-processed-gene-21.8	gemin2_2	000082F	5031166	5031981
maker-000082F-est_gff_StringTie-gene-21.3	pug	000082F	5040121	5064952
maker-000082F-est_gff_StringTie-gene-22.0	dcp1a	000082F	5167634	5222166
maker-000082F-exonerate_protein2genome-gene-23.4	ca-alpha1d_2	000082F	5199756	5499927
maker-000082F-est_gff_StringTie-gene-23.1	NA	000082F	5518549	5537186
maker-000082F-augustus-gene-23.14	NA	000082F	5538382	5578570
maker-000082F-est_gff_StringTie-gene-23.3	cyp2c20	000082F	5603914	5619229
augustus_masked-000082F-processed-gene-24.1	tti1	000082F	5677313	5680333
maker-000082F-augustus-gene-24.8	atpalpha_4	000082F	5687632	5855765
evm-000082F-processed-gene-24.11	cfp1	000082F	5752179	5758470
maker-000082F-est_gff_StringTie-gene-24.1	NA	000082F	5786215	5807553
maker-000082F-est_gff_StringTie-gene-24.4	znf397_zfp13	000082F	5868913	5906015
maker-000082F-est_gff_StringTie-gene-24.2	NA	000082F	5886577	5890670
evm-000082F-processed-gene-25.9	pard3	000082F	5906593	5998314
maker-000082F-est_gff_StringTie-gene-25.1	plxdc1	000082F	6004364	6048082
augustus_masked-000082F-processed-gene-25.2	NA	000082F	6054708	6069048
maker-000082F-est_gff_StringTie-gene-25.2	spop_23	000082F	6122979	6125635
evm-000082F-processed-gene-26.1	metap1d	000082F	6309114	6346064
maker-000082F-est_gff_StringTie-gene-27.0	zbtb45	000082F	6362224	6522406
maker-000082F-augustus-gene-27.18	natd1	000082F	6523409	6542033
maker-000082F-est_gff_StringTie-gene-27.1	ndl	000082F	6588766	6597292
maker-000082F-augustus-gene-27.17	NA	000082F	6606986	6610049
augustus_masked-000082F-processed-gene-29.3	NA	000082F	6955726	6956064
evm-000082F-processed-gene-29.0	hr3	000082F	6956268	7041263
maker-000082F-est_gff_StringTie-gene-30.0	cut-1_3	000082F	7257064	7380573
maker-000509F-exonerate_protein2genome-gene-0.0	cpsf2	000509F	47261	126477
maker-000509F-est_gff_StringTie-gene-1.2	NA	000509F	174378	229355
maker-000509F-exonerate_protein2genome-gene-1.0	btbd9_2	000509F	229729	292940
augustus_masked-000509F-processed-gene-1.8	NA	000509F	336221	336730
maker-000509F-est_gff_StringTie-gene-1.3	NA	000509F	339457	341386
maker-000509F-est_gff_StringTie-gene-2.0	vsx1	000509F	425806	610969
evm-000509F-processed-gene-2.0	znf418_3	000509F	758055	769857
maker-000509F-est_gff_StringTie-gene-2.4	cfap58	000509F	774215	790555
maker-000509F-exonerate_protein2genome-gene-2.6	ddx17	000509F	796904	819586
maker-000509F-est_gff_StringTie-gene-2.3	sin3a	000509F	886211	892137
maker-000797F-est_gff_StringTie-gene-0.1	NA	000797F	13164	17630
maker-000797F-exonerate_protein2genome-gene-0.3	znf271_znf227	000797F	22730	23767
maker-000797F-est_gff_StringTie-gene-0.2	NA	000797F	66101	101394
maker-000347F-est_gff_StringTie-gene-0.1	NA	000347F	94874	101758
maker-000347F-est_gff_StringTie-gene-1.1	pnliprp2_pnliprp1	000347F	186600	229208
maker-000347F-est_gff_StringTie-gene-1.2	pnlip_liph-a	000347F	236627	297722
maker-000347F-exonerate_protein2genome-gene-1.3	cyce1_cyce2	000347F	354325	377160
maker-000347F-est_gff_StringTie-gene-2.1	NA	000347F	391428	413251
maker-000347F-exonerate_protein2genome-gene-2.0	NA	000347F	428565	454400
maker-000347F-est_gff_StringTie-gene-2.2	NA	000347F	443895	444606
maker-000347F-augustus-gene-2.2	NA	000347F	467879	483282
maker-000347F-est_gff_StringTie-gene-2.4	NA	000347F	520065	523398
maker-000347F-est_gff_StringTie-gene-2.5	NA	000347F	533719	534776
augustus_masked-000347F-processed-gene-2.17	NA	000347F	542359	542778
augustus_masked-000347F-processed-gene-2.18	NA	000347F	545125	548141
augustus_masked-000347F-processed-gene-3.3	NA	000347F	602087	603670
evm-000347F-processed-gene-3.0	dnai1	000347F	604399	700749
maker-000347F-est_gff_StringTie-gene-4.0	znf395	000347F	711813	880820
maker-000347F-est_gff_StringTie-gene-4.1	NA	000347F	993115	1015204
maker-000347F-augustus-gene-5.3	sulf1	000347F	1193396	1322905
maker-000347F-exonerate_protein2genome-gene-6.0	adr1_zscan23	000347F	1540003	1549240
maker-000347F-augustus-gene-7.0	zfp69_2	000347F	1623752	1636000
maker-000347F-est_gff_StringTie-gene-8.2	scrib_3	000347F	1734117	1857498
maker-000347F-est_gff_StringTie-gene-8.0	zfp37_3	000347F	1857839	1891415
maker-000347F-augustus-gene-8.5	hgv2	000347F	1929991	1952787
evm-000347F-processed-gene-8.8	tent4b	000347F	1953011	2008177
maker-000347F-augustus-gene-8.2	NA	000347F	2029939	2063896
augustus_masked-000347F-processed-gene-8.20	znf837	000347F	2070973	2072244
augustus_masked-000347F-processed-gene-8.21	NA	000347F	2112243	2119738
maker-000347F-augustus-gene-8.3	NA	000347F	2157366	2197384
maker-000870F-est_gff_StringTie-gene-0.0	ptprg	000870F	4963	38404
maker-000035F-augustus-gene-2.0	slc17a5_7	000035F	12323	123379
maker-000035F-est_gff_StringTie-gene-1.2	picot_slc17a5_2	000035F	150163	181606
maker-000035F-est_gff_StringTie-gene-1.3	slc17a5_18	000035F	199167	234260
maker-000035F-est_gff_StringTie-gene-1.4	slc17a7_picot	000035F	256472	362104
maker-000035F-augustus-gene-2.4	picot_9	000035F	325047	427338
maker-000035F-est_gff_StringTie-gene-2.0	slc17a5_9	000035F	510275	522730
maker-000035F-est_gff_StringTie-gene-3.0	slc17a5_4	000035F	594734	647187
maker-000035F-est_gff_StringTie-gene-3.1	slc17a5_19	000035F	656622	796615
evm-000035F-processed-gene-4.10	slc17a5	000035F	695318	822209
maker-000035F-augustus-gene-6.13	NA	000035F	845529	863175
maker-000035F-augustus-gene-4.7	slc17a5_16	000035F	871180	889990
maker-000035F-augustus-gene-4.8	picot_12	000035F	895153	913232
maker-000035F-est_gff_StringTie-gene-6.3	NA	000035F	913069	913830
maker-000035F-augustus-gene-4.9	slc17a5_15	000035F	914244	922318
evm-000035F-processed-gene-6.19	ext1b	000035F	1199031	1526656
maker-000035F-est_gff_StringTie-gene-6.1	NA	000035F	1403287	1465836
maker-000035F-est_gff_StringTie-gene-7.1	tmem18	000035F	1662895	1691618
maker-000035F-augustus-gene-7.1	nthl1	000035F	1691862	1744773
maker-000035F-augustus-gene-8.7	pla2g7	000035F	1744858	1813201
maker-000035F-est_gff_StringTie-gene-8.0	NA	000035F	1793215	1954940
maker-000035F-est_gff_StringTie-gene-8.4	prtp	000035F	1966351	1981620
maker-000035F-est_gff_StringTie-gene-8.1	rplp1_2	000035F	1981541	1997285
evm-000035F-processed-gene-8.0	vta1	000035F	1997333	2025413
maker-000035F-est_gff_StringTie-gene-8.2	NA	000035F	2025671	2037729
maker-000035F-est_gff_StringTie-gene-9.0	march6	000035F	2061955	2119839
