gene_id	geneName	Chr	Start	End	product	uniprot_id
maker-000081F-est_gff_StringTie-gene-26.1	orct_10	000081F	6279876	6329709	Organic cation transporter protein	Q9VCA2
maker-000081F-augustus-gene-27.9	orct_slc22a5_ttpa	000081F	6331582	6541066	Solute carrier family 22 member 5,Organic cation transporter protein,Alpha-tocopherol transfer protein	Q9Z0E8,Q9VCA2,P41034
maker-000081F-augustus-gene-27.7	rlbp1_11	000081F	6423738	6568567	Retinaldehyde-binding protein 1	Q9Z275
maker-000081F-est_gff_StringTie-gene-27.1	rlbp1_10	000081F	6580300	6622801	Retinaldehyde-binding protein 1	P12271
maker-000081F-exonerate_protein2genome-gene-27.3	znf282_7	000081F	6636085	6636447	Zinc finger protein 282	Q9UDV7
maker-000081F-est_gff_StringTie-gene-28.0	NA	000081F	6685800	6689919	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-28.1	NA	000081F	6802095	6821273	hypothetical protein	NA
augustus_masked-000081F-processed-gene-29.2	aef1	000081F	6832732	6834570	Adult enhancer factor 1	P39413
augustus_masked-000081F-processed-gene-29.3	NA	000081F	6857562	6862842	hypothetical protein	NA
maker-000081F-exonerate_protein2genome-gene-29.5	znf782_8	000081F	6878037	6878486	Zinc finger protein 782	Q6ZMW2
augustus_masked-000081F-processed-gene-29.5	NA	000081F	6885015	6908669	hypothetical protein	NA
maker-000081F-est_gff_StringTie-gene-29.0	clvs2_2	000081F	6917385	6959067	Clavesin-2	A6JUQ6
maker-000081F-est_gff_StringTie-gene-29.1	NA	000081F	7104131	7215325	hypothetical protein	NA
augustus_masked-000081F-processed-gene-29.10	alkbh2_74	000081F	7310254	7314146	DNA oxidative demethylase ALKBH2	Q6P6J4
maker-000627F-est_gff_StringTie-gene-0.1	NA	000627F	1789	7619	hypothetical protein	NA
maker-000627F-est_gff_StringTie-gene-0.3	NA	000627F	241548	243893	hypothetical protein	NA
maker-000627F-exonerate_protein2genome-gene-0.0	hic1_cf2	000627F	331413	331781	Hypermethylated in cancer 1 protein,Chorion transcription factor Cf2,hypothetical protein	Q9R1Y5,P20385
maker-000627F-est_gff_StringTie-gene-0.2	NA	000627F	333227	335929	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-0.2	NA	000216F	2567	5907	hypothetical protein	NA
maker-000216F-exonerate_protein2genome-gene-0.4	spata5_2	000216F	22036	52618	ATPase family protein 2 homolog	Q3UMC0
maker-000216F-est_gff_StringTie-gene-0.3	gpalpp1	000216F	68040	98213	GPALPP motifs-containing protein 1	Q8IXQ4
maker-000216F-est_gff_StringTie-gene-0.1	ncstn	000216F	110829	151033	Nicastrin	Q92542
maker-000216F-exonerate_protein2genome-gene-1.5	etfb	000216F	155915	170458	Electron transfer flavoprotein subunit beta	P38117
maker-000216F-est_gff_StringTie-gene-1.0	chek1	000216F	170537	216993	Serine/threonine-protein kinase Chk1	Q8AYC9,O35280
maker-000216F-est_gff_StringTie-gene-1.3	NA	000216F	202245	225155	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-1.1	cyp3a7_cyp3a13	000216F	256062	342200	Cytochrome P450 3A7,Cytochrome P450 3A13	P24462,Q64464
evm-000216F-processed-gene-3.8	NA	000216F	367029	443734	hypothetical protein	NA
evm-000216F-processed-gene-2.0	NA	000216F	525382	543861	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-3.1	NA	000216F	685700	695165	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-6.0	NA	000216F	1409540	1474319	hypothetical protein	NA
maker-000216F-exonerate_protein2genome-gene-10.3	spr	000216F	2347813	2348856	Sex peptide receptor	Q8SWR3
maker-000216F-est_gff_StringTie-gene-10.2	mcm3ap	000216F	2349748	2459828	hypothetical protein,Germinal-center associated nuclear protein	Q9WUU9,O60318
maker-000216F-est_gff_StringTie-gene-10.1	NA	000216F	2496032	2505568	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-11.0	appl1	000216F	2535313	2589507	DCC-interacting protein 13-alpha	Q8K3H0
maker-000216F-est_gff_StringTie-gene-11.3	anks6	000216F	2567477	2647181	Ankyrin repeat and SAM domain-containing protein 6	Q68DC2,Q6GQX6
maker-000216F-augustus-gene-11.11	trappc2l	000216F	2647364	2667097	Trafficking protein particle complex subunit 2-like protein	B5XGE7
maker-000216F-exonerate_protein2genome-gene-11.6	NA	000216F	2668721	2669578	hypothetical protein	NA
evm-000216F-processed-gene-11.17	rabif	000216F	2696302	2701344	Guanine nucleotide exchange factor MSS4	P47224
maker-000216F-est_gff_StringTie-gene-11.1	nop10	000216F	2701441	2715792	H/ACA ribonucleoprotein complex subunit 3	Q6DRH5
maker-000216F-exonerate_protein2genome-gene-11.9	ctsc_2	000216F	2722971	2758544	Dipeptidyl peptidase 1	P53634
augustus_masked-000216F-processed-gene-11.4	plk1	000216F	2745829	2747604	Serine/threonine-protein kinase PLK1	Q07832
maker-000216F-est_gff_StringTie-gene-11.2	NA	000216F	2772193	2776042	hypothetical protein	NA
evm-000216F-processed-gene-11.20	NA	000216F	2776266	2776640	hypothetical protein	NA
evm-000216F-processed-gene-11.23	NA	000216F	2782103	2782290	hypothetical protein	NA
maker-000216F-exonerate_protein2genome-gene-12.3	ctsc	000216F	2784579	2814703	Dipeptidyl peptidase 1	P53634
evm-000216F-processed-gene-12.8	NA	000216F	2818535	2871347	hypothetical protein	NA
maker-000216F-exonerate_protein2genome-gene-12.5	znf273	000216F	2940529	2941137	Zinc finger protein 273,hypothetical protein	Q14593
maker-000216F-est_gff_StringTie-gene-12.2	NA	000216F	2949323	2997619	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-13.1	cg4928_unc93a	000216F	3015704	3104815	UNC93-like protein,Protein unc-93 homolog A	Q9Y115,Q6DDL7
maker-000216F-augustus-gene-13.25	cg4928_11	000216F	3108685	3126010	UNC93-like protein	Q9Y115
maker-000216F-est_gff_StringTie-gene-13.3	unc93a_6	000216F	3151642	3178375	Protein unc-93 homolog A	Q6DDL7
evm-000216F-processed-gene-13.42	cg4928_5	000216F	3182450	3213598	UNC93-like protein	Q9Y115
maker-000216F-augustus-gene-13.34	cg4928_2	000216F	3213809	3276134	UNC93-like protein	Q9Y115
maker-000216F-est_gff_StringTie-gene-13.5	cg4928_7	000216F	3260007	3305448	UNC93-like protein	Q9Y115
maker-000216F-est_gff_StringTie-gene-13.10	NA	000216F	3308447	3324755	hypothetical protein	NA
evm-000216F-processed-gene-13.41	mrrf	000216F	3329874	3345331	Ribosome-recycling factor%2C mitochondrial	Q0VCQ4
maker-000216F-est_gff_StringTie-gene-13.7	elac2	000216F	3366218	3443321	Zinc phosphodiesterase ELAC protein 2	Q80Y81
maker-000216F-augustus-gene-13.31	NA	000216F	3443372	3475836	hypothetical protein	NA
maker-000216F-est_gff_StringTie-gene-13.8	rbm5_2	000216F	3462212	3546357	RNA-binding protein 5	P52756
evm-000341F-processed-gene-4.0	eva1c_3	000341F	324930	956097	Protein eva-1 homolog C	P58659
maker-000341F-est_gff_StringTie-gene-6.0	NA	000341F	1487539	1492519	hypothetical protein	NA
maker-000341F-augustus-gene-8.0	NA	000341F	2008588	2013261	hypothetical protein	NA
maker-000341F-est_gff_StringTie-gene-8.1	NA	000341F	2051072	2055757	hypothetical protein	NA
maker-000341F-est_gff_StringTie-gene-8.5	pdcd11_3	000341F	2096966	2192017	Protein RRP5 homolog	Q6NS46
maker-000341F-exonerate_protein2genome-gene-8.0	znf577	000341F	2212668	2212976	Zinc finger protein 577,hypothetical protein	Q9BSK1
augustus_masked-000341F-processed-gene-8.18	zkscan5	000341F	2213019	2213231	Zinc finger protein with KRAB and SCAN domains 5	A2T7D2
maker-000341F-est_gff_StringTie-gene-8.6	NA	000341F	2241143	2253699	hypothetical protein	NA
maker-000341F-est_gff_StringTie-gene-8.2	NA	000341F	2254042	2280837	hypothetical protein	NA
evm-000341F-processed-gene-8.29	NA	000341F	2276439	2296826	hypothetical protein	NA
maker-000516F-est_gff_StringTie-gene-0.0	NA	000516F	30212	34905	hypothetical protein	NA
maker-000516F-est_gff_StringTie-gene-0.1	NA	000516F	114557	119213	hypothetical protein	NA
maker-000516F-est_gff_StringTie-gene-0.2	NA	000516F	125132	130493	hypothetical protein	NA
maker-000516F-exonerate_protein2genome-gene-1.3	utp23	000516F	154782	194062	rRNA-processing protein UTP23 homolog	Q08DU1
maker-000516F-exonerate_protein2genome-gene-1.4	etfa	000516F	234103	281244	Electron transfer flavoprotein subunit alpha%2C mitochondrial	Q8HXY0,P13804
maker-000516F-exonerate_protein2genome-gene-1.5	csk	000516F	333136	382634	Tyrosine-protein kinase CSK	P41239,P32577
evm-000516F-processed-gene-2.17	gm10129	000516F	382701	425549	Lateral signaling target protein 2 homolog	B4IC49
maker-000516F-augustus-gene-2.23	stub1	000516F	442282	470499	STIP1 homology and U box-containing protein 1	Q5ZHY5
maker-000516F-exonerate_protein2genome-gene-2.6	alkbh2_62	000516F	493702	494193	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000516F-exonerate_protein2genome-gene-2.8	alkbh2_27	000516F	496631	497218	DNA oxidative demethylase ALKBH2	Q6NS38
augustus_masked-000516F-processed-gene-2.8	NA	000516F	507497	507775	hypothetical protein	NA
maker-000516F-est_gff_StringTie-gene-2.4	tmem130_2	000516F	509719	578718	Transmembrane protein 130,hypothetical protein	Q5R6F5
maker-000516F-exonerate_protein2genome-gene-2.7	his2av	000516F	578846	592844	Histone H2A.v	P08985
augustus_masked-000516F-processed-gene-2.6	gtf2ird2b_5	000516F	604877	605962	General transcription factor II-I repeat domain-containing protein 2B	Q6EKJ0
maker-000516F-est_gff_StringTie-gene-2.5	scaper	000516F	621420	739485	S phase cyclin A-associated protein in the endoplasmic reticulum	Q9BY12
maker-000516F-est_gff_StringTie-gene-2.1	thap2_4	000516F	740317	750133	THAP domain-containing protein 2	Q9D305
maker-000516F-est_gff_StringTie-gene-2.2	NA	000516F	810620	860064	hypothetical protein	NA
augustus_masked-000670F-processed-gene-0.2	NA	000670F	149228	149989	hypothetical protein	NA
maker-000670F-augustus-gene-0.0	znf568_4	000670F	172781	174195	Zinc finger protein 568	Q3ZCX4
augustus_masked-000670F-processed-gene-0.4	znf236_3	000670F	179542	179967	Zinc finger protein 236	Q9UL36
augustus_masked-000670F-processed-gene-0.5	NA	000670F	187805	188833	hypothetical protein	NA
augustus_masked-000670F-processed-gene-0.6	znf16	000670F	202296	203237	Zinc finger protein 16	A1YF12
augustus_masked-000670F-processed-gene-0.7	NA	000670F	205661	205960	hypothetical protein	NA
augustus_masked-000670F-processed-gene-0.8	zfp69_4	000670F	210299	210880	Zinc finger protein 69	A2A761
augustus_masked-000670F-processed-gene-0.9	znf33b	000670F	210914	211339	Zinc finger protein 33B	Q06732
augustus_masked-000670F-processed-gene-0.10	zbtb49	000670F	217461	218408	Zinc finger and BTB domain-containing protein 49	Q6ZSB9
maker-000670F-est_gff_StringTie-gene-0.3	NA	000670F	217857	218456	hypothetical protein	NA
augustus_masked-000670F-processed-gene-0.11	zfp69	000670F	224503	253966	Zinc finger protein 69 homolog	A7MBI1
maker-001531F-est_gff_StringTie-gene-0.0	angpt4	001531F	439	7028	Angiopoietin-4	Q9WVH6
evm-001531F-processed-gene-0.2	NA	001531F	22157	27590	hypothetical protein	NA
augustus_masked-000286F-processed-gene-0.0	cg4928_9	000286F	8273	70066	UNC93-like protein	Q9Y115
maker-000513F-est_gff_StringTie-gene-0.0	NA	000513F	2869	14462	hypothetical protein	NA
maker-000513F-exonerate_protein2genome-gene-1.2	cpvl_3	000513F	56993	161693	Probable serine carboxypeptidase CPVL	Q9H3G5
maker-000513F-augustus-gene-1.17	NA	000513F	194722	224327	hypothetical protein	NA
evm-000513F-processed-gene-1.10	btbd6_2	000513F	271919	297441	BTB/POZ domain-containing protein 6	Q96KE9
maker-000513F-est_gff_StringTie-gene-1.4	NA	000513F	298009	302564	hypothetical protein	NA
maker-000513F-est_gff_StringTie-gene-1.7	hint2	000513F	307266	331923	Histidine triad nucleotide-binding protein 2%2C mitochondrial	Q9D0S9,Q8SQ21
maker-000513F-est_gff_StringTie-gene-1.5	NA	000513F	334180	368881	hypothetical protein	NA
maker-000513F-est_gff_StringTie-gene-2.13	NA	000513F	413546	454362	hypothetical protein	NA
maker-000513F-augustus-gene-2.10	NA	000513F	465631	469873	hypothetical protein	NA
maker-000513F-augustus-gene-2.13	NA	000513F	526668	546214	hypothetical protein	NA
maker-000513F-exonerate_protein2genome-gene-2.10	alkbh2_162	000513F	659821	660408	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000513F-exonerate_protein2genome-gene-2.11	alkbh2_83	000513F	662280	662867	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000513F-augustus-gene-2.11	NA	000513F	696659	718220	hypothetical protein	NA
augustus_masked-000513F-processed-gene-2.45	spop_33	000513F	759927	761426	Speckle-type POZ protein	Q6P8B3
augustus_masked-000513F-processed-gene-2.46	spop-b_17	000513F	771350	772828	Speckle-type POZ protein B	Q0IHH9
augustus_masked-000513F-processed-gene-2.29	NA	000513F	785670	785909	hypothetical protein	NA
maker-000513F-est_gff_StringTie-gene-2.14	aacs_33	000513F	810583	813880	Acetoacetyl-CoA synthetase	Q86V21
maker-000513F-est_gff_StringTie-gene-2.15	aacs_2	000513F	824286	827279	Acetoacetyl-CoA synthetase	Q28BL6
maker-000513F-est_gff_StringTie-gene-2.16	NA	000513F	831641	840024	hypothetical protein	NA
maker-000513F-est_gff_StringTie-gene-2.17	aacs	000513F	846419	851486	Acetoacetyl-CoA synthetase	Q28BL6
maker-000189F-est_gff_StringTie-gene-0.0	NA	000189F	1577	15722	hypothetical protein	NA
evm-000189F-processed-gene-0.6	NA	000189F	36784	56287	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-0.2	NA	000189F	67280	125503	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-1.0	NA	000189F	141197	201327	hypothetical protein	NA
maker-000189F-augustus-gene-1.2	NA	000189F	214524	293475	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-2.0	apob_2	000189F	294659	420548	Apolipoprotein B-100	P04114
maker-000189F-est_gff_StringTie-gene-2.1	NA	000189F	425531	436129	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-2.2	harbi1_14	000189F	441161	453467	Putative nuclease HARBI1	Q8BR93
maker-000189F-est_gff_StringTie-gene-2.3	dock3	000189F	461047	546099	Dedicator of cytokinesis protein 3	Q8IZD9
maker-000189F-est_gff_StringTie-gene-3.2	synpo2l_2	000189F	553587	697275	Synaptopodin 2-like protein,hypothetical protein	Q9H987
maker-000189F-est_gff_StringTie-gene-3.1	polr3d	000189F	678513	739084	DNA-directed RNA polymerase III subunit RPC4	Q5E9Z7
maker-000189F-est_gff_StringTie-gene-3.3	NA	000189F	755680	783423	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-3.4	tg_5	000189F	836485	872397	Thyroglobulin	P06882
evm-000189F-processed-gene-4.0	NA	000189F	872914	973796	hypothetical protein	NA
maker-000189F-augustus-gene-4.14	NA	000189F	1012898	1026091	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-4.1	zgc:153146	000189F	1031578	1033327	UPF0602 protein C4orf47 homolog	Q0P4C5
maker-000189F-est_gff_StringTie-gene-4.4	uba3	000189F	1042298	1072045	NEDD8-activating enzyme E1 catalytic subunit	Q5R4A0
maker-000189F-exonerate_protein2genome-gene-4.0	ruvbl1	000189F	1072408	1097745	RuvB-like 1	Q9Y265
evm-000189F-processed-gene-5.6	NA	000189F	1117552	1141209	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-5.1	cd74	000189F	1157247	1273468	hypothetical protein,H-2 class II histocompatibility antigen gamma chain	P04441
maker-000189F-augustus-gene-6.12	NA	000189F	1173143	1185226	hypothetical protein	NA
maker-000189F-augustus-gene-6.13	NA	000189F	1232109	1252881	hypothetical protein	NA
evm-000189F-processed-gene-6.17	tg_4	000189F	1319080	1343829	Thyroglobulin	P06882
maker-000189F-est_gff_StringTie-gene-6.0	NA	000189F	1350851	1438090	hypothetical protein	NA
evm-000189F-processed-gene-6.16	NA	000189F	1378064	1411176	hypothetical protein	NA
maker-000189F-augustus-gene-6.11	NA	000189F	1488535	1508964	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-7.1	NA	000189F	1523209	1602677	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-7.2	nid2	000189F	1641757	1667327	Nidogen-2	Q14112
maker-000189F-est_gff_StringTie-gene-7.3	cd74_2	000189F	1682016	1705639	H-2 class II histocompatibility antigen gamma chain	P10247
evm-000189F-processed-gene-7.0	NA	000189F	1713145	1742662	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-7.5	NA	000189F	1801571	1837529	hypothetical protein	NA
maker-000189F-exonerate_protein2genome-gene-8.0	NA	000189F	1846068	1879352	hypothetical protein	NA
evm-000189F-processed-gene-8.7	arf4	000189F	1893917	1912686	ADP-ribosylation factor 4	Q3SZF2
evm-000189F-processed-gene-9.3	c3	000189F	1934497	2084431	Complement C3 (Fragment)	Q00685
maker-000189F-augustus-gene-8.3	NA	000189F	1942520	1944634	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-9.1	NA	000189F	2092937	2102039	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-9.2	NA	000189F	2148126	2166365	hypothetical protein	NA
maker-000189F-augustus-gene-9.8	NA	000189F	2180592	2197440	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-9.5	NA	000189F	2203578	2224594	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-9.4	tg_2	000189F	2251143	2261412	Thyroglobulin	P06882
maker-000189F-augustus-gene-10.5	nca	000189F	2283431	2393460	Neurocalcin homolog,hypothetical protein	P42325
maker-000189F-exonerate_protein2genome-gene-10.2	cg6550_cdkal1	000189F	2398022	2433791	Threonylcarbamoyladenosine tRNA methylthiotransferase	Q7K4W1,Q6P4Y0
maker-000189F-est_gff_StringTie-gene-10.5	ranbp2	000189F	2433860	2448988	E3 SUMO-protein ligase RanBP2	H2QII6
augustus_masked-000189F-processed-gene-10.16	NA	000189F	2474525	2474968	hypothetical protein	NA
maker-000189F-exonerate_protein2genome-gene-10.3	asna	000189F	2485508	2556848	Aspartate--ammonia ligase	P58824,Q8XIY5
maker-000189F-est_gff_StringTie-gene-11.0	calhm6	000189F	2595234	2663482	Calcium homeostasis modulator protein 6	Q8C9E8
evm-000189F-processed-gene-11.0	NA	000189F	2711736	2755319	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-12.0	NA	000189F	2833668	2834400	hypothetical protein	NA
evm-000189F-processed-gene-12.13	myorg_2	000189F	2853353	2881855	Myogenesis-regulating glycosidase	Q6NSJ0
maker-000189F-exonerate_protein2genome-gene-12.4	dpp3_4	000189F	2881881	2927707	Dipeptidyl peptidase 3	A7RZW4
maker-000189F-exonerate_protein2genome-gene-12.5	eef1g	000189F	2962894	2994198	Elongation factor 1-gamma	P29694
augustus_masked-000189F-processed-gene-12.5	NA	000189F	3006955	3007758	hypothetical protein	NA
maker-000189F-est_gff_StringTie-gene-13.0	NA	000189F	3025203	3044886	hypothetical protein	NA
evm-000189F-processed-gene-13.9	myg1_2	000189F	3030131	3052208	UPF0160 protein MYG1%2C mitochondrial	Q9JK81
maker-000189F-est_gff_StringTie-gene-15.1	znf271_8	000189F	3413315	3464293	Zinc finger protein 271	Q5R5U3
augustus_masked-000189F-processed-gene-15.1	znf782_19	000189F	3475010	3475954	Zinc finger protein 782	Q6ZMW2
maker-000189F-est_gff_StringTie-gene-14.0	NA	000189F	3486363	3504963	hypothetical protein	NA
maker-000189F-augustus-gene-15.5	znf239	000189F	3605744	3629470	Zinc finger protein 239	P24399
augustus_masked-000189F-processed-gene-16.11	glra2_5	000189F	4057152	4072561	Glycine receptor subunit alpha-2	Q7TNC8
maker-000189F-augustus-gene-16.1	NA	000189F	4073265	4087625	hypothetical protein	NA
maker-000811F-est_gff_StringTie-gene-0.0	NA	000811F	30576	33612	hypothetical protein	NA
evm-000811F-processed-gene-0.0	NA	000811F	35160	37903	hypothetical protein	NA
maker-000736F-est_gff_StringTie-gene-0.1	NA	000736F	4820	5241	hypothetical protein	NA
maker-000736F-est_gff_StringTie-gene-0.2	NA	000736F	20341	23714	hypothetical protein	NA
augustus_masked-000736F-processed-gene-0.9	rnrs	000736F	73714	74007	Ribonucleoside-diphosphate reductase subunit M2	P48592
maker-000736F-est_gff_StringTie-gene-0.0	tmem17b	000736F	122773	132529	Transmembrane protein 17B	A5D6V4
maker-001134F-augustus-gene-0.0	NA	001134F	22758	29284	hypothetical protein	NA
augustus_masked-001134F-processed-gene-0.5	pgbd4_9	001134F	29394	29873	PiggyBac transposable element-derived protein 4	Q96DM1
maker-000477F-est_gff_StringTie-gene-1.0	NA	000477F	204979	207273	hypothetical protein	NA
