"","gene_id","geneName","lascID","scGeneName","Chr","Start","End"
"9062","maker-000200F-exonerate_protein2genome-gene-3.1","alkbh2_190","LASC014085","alkbh2-190","000200F",683618,684205
"9063","augustus_masked-000200F-processed-gene-3.3","dfd","LASC014086","dfd","000200F",694496,695014
"9064","maker-000200F-exonerate_protein2genome-gene-3.0","nst-1_ns1","LASC014087","nst-1-ns1","000200F",722302,733894
"9065","maker-000200F-est_gff_StringTie-gene-5.0","LASC014088","LASC014088","LASC014088","000200F",1250102,1250979
"9066","maker-000200F-est_gff_StringTie-gene-6.0","arhgef7","LASC014089","arhgef7","000200F",1314124,1384070
"9067","maker-000200F-est_gff_StringTie-gene-8.0","cask","LASC014090","cask","000200F",1404594,1624399
"9068","evm-000200F-processed-gene-11.0","cask_2","LASC014091","cask-2","000200F",2120344,2786463
"9069","augustus_masked-000200F-processed-gene-12.0","LASC014092","LASC014092","LASC014092","000200F",2809003,2811393
"9070","augustus_masked-000200F-processed-gene-12.1","LASC014093","LASC014093","LASC014093","000200F",2811541,2815392
"9071","augustus_masked-000200F-processed-gene-12.9","spop-b_5","LASC014094","spop-b-5","000200F",2881637,2883181
"9072","maker-000200F-est_gff_StringTie-gene-12.0","spop-b_33","LASC014095","spop-b-33","000200F",2894916,2896726
"9073","maker-000200F-est_gff_StringTie-gene-12.2","LASC014096","LASC014096","LASC014096","000200F",2903472,2916171
"9074","maker-000200F-est_gff_StringTie-gene-12.1","LASC014097","LASC014097","LASC014097","000200F",2930135,2960540
"9075","maker-000200F-est_gff_StringTie-gene-12.3","LASC014098","LASC014098","LASC014098","000200F",2996288,3013347
"9076","augustus_masked-000200F-processed-gene-12.8","alg13_3","LASC014099","alg13-3","000200F",3024592,3024906
"9077","augustus_masked-000200F-processed-gene-13.0","aael005383","LASC014100","aael005383","000200F",3054314,3055723
"9078","maker-000200F-exonerate_protein2genome-gene-13.1","LASC014101","LASC014101","LASC014101","000200F",3109012,3203095
"9079","maker-000200F-exonerate_protein2genome-gene-13.2","alg13","LASC014102","alg13","000200F",3255336,3255821
"9080","maker-000200F-augustus-gene-13.9","LASC014103","LASC014103","LASC014103","000200F",3262447,3277000
"9081","augustus_masked-000200F-processed-gene-14.2","LASC014104","LASC014104","LASC014104","000200F",3297261,3299198
"9082","augustus_masked-000200F-processed-gene-14.9","rep_2","LASC014105","rep-2","000200F",3347330,3347734
"9083","maker-000200F-est_gff_StringTie-gene-14.0","LASC014106","LASC014106","LASC014106","000200F",3353002,3354954
"9084","maker-000200F-est_gff_StringTie-gene-14.2","LASC014107","LASC014107","LASC014107","000200F",3371498,3379301
"9085","augustus_masked-000200F-processed-gene-14.22","LASC014108","LASC014108","LASC014108","000200F",3389742,3390164
"9086","augustus_masked-000200F-processed-gene-14.23","LASC014109","LASC014109","LASC014109","000200F",3390193,3390435
"9087","maker-000200F-est_gff_StringTie-gene-14.1","LASC014110","LASC014110","LASC014110","000200F",3394009,3397101
"9088","maker-000200F-est_gff_StringTie-gene-14.3","LASC014111","LASC014111","LASC014111","000200F",3431905,3441660
"9089","augustus_masked-000200F-processed-gene-14.33","LASC014112","LASC014112","LASC014112","000200F",3491085,3491321
"9090","augustus_masked-000200F-processed-gene-14.34","LASC014113","LASC014113","LASC014113","000200F",3491580,3491930
"9091","augustus_masked-000200F-processed-gene-14.36","LASC014114","LASC014114","LASC014114","000200F",3493891,3494121
"9092","maker-000200F-augustus-gene-15.21","LASC014115","LASC014115","LASC014115","000200F",3526179,3530246
"9093","maker-000200F-est_gff_StringTie-gene-15.6","LASC014116","LASC014116","LASC014116","000200F",3546327,3562990
"9094","maker-000200F-augustus-gene-15.22","LASC014117","LASC014117","LASC014117","000200F",3553758,3562990
"9095","augustus_masked-000200F-processed-gene-15.9","LASC014118","LASC014118","LASC014118","000200F",3626737,3627648
"9096","maker-000200F-augustus-gene-15.23","LASC014119","LASC014119","LASC014119","000200F",3636329,3645040
"9097","maker-000200F-est_gff_StringTie-gene-15.7","LASC014120","LASC014120","LASC014120","000200F",3668693,3681412
"9098","maker-000200F-exonerate_protein2genome-gene-15.1","znf271_znf226","LASC014121","znf271-znf226","000200F",3685842,3692792
"9099","maker-000200F-est_gff_StringTie-gene-15.4","LASC014122","LASC014122","LASC014122","000200F",3710691,3813881
"9100","evm-000200F-processed-gene-15.24","znf84_19","LASC014123","znf84-19","000200F",3819164,3838659
"9101","maker-000200F-exonerate_protein2genome-gene-15.0","alg13_4","LASC014124","alg13-4","000200F",3842347,3842832
"9102","maker-000080F-augustus-gene-3.15","LASC007815","LASC007815","LASC007815","000080F",91319,131114
"9103","maker-000080F-est_gff_StringTie-gene-3.0","fas1","LASC007816","fas1","000080F",91319,676472
"9104","maker-000080F-est_gff_StringTie-gene-3.2","LASC007817","LASC007817","LASC007817","000080F",654099,682749
"9105","maker-000080F-est_gff_StringTie-gene-3.1","inafm2","LASC007818","inafm2","000080F",700327,737187
"9106","maker-000080F-est_gff_StringTie-gene-3.3","hnrnpl","LASC007819","hnrnpl","000080F",737156,769240
"9107","maker-000080F-est_gff_StringTie-gene-3.4","nup88","LASC007820","nup88","000080F",774064,802149
"9108","maker-000080F-augustus-gene-4.2","tab2","LASC007821","tab2","000080F",826004,900083
"9109","maker-000080F-est_gff_StringTie-gene-4.1","zup1","LASC007822","zup1","000080F",900092,937279
"9110","maker-000080F-augustus-gene-4.3","mlh1","LASC007823","mlh1","000080F",939047,1006232
"9111","maker-000080F-exonerate_protein2genome-gene-4.6","ssrp1_ssrp","LASC007824","ssrp1-ssrp","000080F",1006479,1069424
"9112","maker-000080F-augustus-gene-4.4","LASC007825","LASC007825","LASC007825","000080F",1096505,1114402
"9113","evm-000080F-processed-gene-5.10","set1","LASC007826","set1","000080F",1128557,1194813
"9114","maker-000080F-exonerate_protein2genome-gene-5.1","pudp_2","LASC007827","pudp-2","000080F",1226791,1253423
"9115","maker-000080F-est_gff_StringTie-gene-5.3","clca1","LASC007828","clca1","000080F",1275374,1319355
"9116","maker-000080F-est_gff_StringTie-gene-6.0","mrps6","LASC007829","mrps6","000080F",1337783,1364423
"9117","maker-000080F-est_gff_StringTie-gene-6.2","LASC007830","LASC007830","LASC007830","000080F",1369515,1412091
"9118","maker-000080F-exonerate_protein2genome-gene-6.3","snx12","LASC007831","snx12","000080F",1460755,1487803
"9119","augustus_masked-000080F-processed-gene-6.9","mrpl4","LASC007832","mrpl4","000080F",1506825,1507718
"9120","maker-000080F-est_gff_StringTie-gene-7.0","cenpe","LASC007833","cenpe","000080F",1508133,1607454
"9121","maker-000080F-est_gff_StringTie-gene-7.1","pum3","LASC007834","pum3","000080F",1636384,1681641
"9122","maker-000080F-exonerate_protein2genome-gene-7.5","skr-1","LASC007835","skr-1","000080F",1688434,1696244
"9123","maker-000080F-augustus-gene-7.17","adk2","LASC007836","adk2","000080F",1728238,1749201
"9124","maker-000080F-est_gff_StringTie-gene-7.3","ttpal_29","LASC007837","ttpal-29","000080F",1819631,1838602
"9125","maker-000080F-est_gff_StringTie-gene-8.0","clvs2_7","LASC007838","clvs2-7","000080F",1911020,1930738
"9126","maker-000080F-est_gff_StringTie-gene-8.2","serpinb4_2","LASC007839","serpinb4-2","000080F",1941372,1950398
"9127","evm-000080F-processed-gene-8.0","snx17","LASC007840","snx17","000080F",1982320,2019780
"9128","maker-000080F-est_gff_StringTie-gene-8.3","ttpal_34","LASC007841","ttpal-34","000080F",2035581,2052607
"9129","maker-000080F-est_gff_StringTie-gene-9.0","rlbp1_16","LASC007842","rlbp1-16","000080F",2088666,2117255
"9130","maker-000080F-est_gff_StringTie-gene-9.1","clvs1_4","LASC007843","clvs1-4","000080F",2200848,2302362
"9131","maker-000080F-est_gff_StringTie-gene-10.0","mab21l2-b_v1g211400","LASC007844","mab21l2-b-v1g211400","000080F",2325893,2344685
"9132","augustus_masked-000080F-processed-gene-10.1","cg31145_4","LASC007845","cg31145-4","000080F",2351899,2358494
"9133","evm-000080F-processed-gene-10.6","cg31145","LASC007846","cg31145","000080F",2359537,2431929
"9134","maker-000080F-est_gff_StringTie-gene-11.2","LASC007847","LASC007847","LASC007847","000080F",2476952,2574426
"9135","augustus_masked-000080F-processed-gene-10.4","LASC007848","LASC007848","LASC007848","000080F",2518174,2546848
"9136","maker-000080F-est_gff_StringTie-gene-11.3","tdpoz3_17","LASC007849","tdpoz3-17","000080F",2590255,2592128
"9137","maker-000080F-est_gff_StringTie-gene-11.4","tdpoz5_2","LASC007850","tdpoz5-2","000080F",2594688,2648699
"9138","evm-000080F-processed-gene-11.2","mp20_2","LASC007851","mp20-2","000080F",2662777,2674934
"9139","maker-000080F-est_gff_StringTie-gene-12.8","LASC007852","LASC007852","LASC007852","000080F",2733386,2738450
"9140","augustus_masked-000080F-processed-gene-11.14","gstm1_4","LASC007853","gstm1-4","000080F",2747277,2747951
"9141","maker-000080F-exonerate_protein2genome-gene-11.1","LASC007854","LASC007854","LASC007854","000080F",2762134,2762763
"9142","augustus_masked-000080F-processed-gene-12.10","gstm1_2","LASC007855","gstm1-2","000080F",2768359,2768988
"9143","augustus_masked-000080F-processed-gene-12.11","LASC007856","LASC007856","LASC007856","000080F",2781944,2782618
"9144","augustus_masked-000080F-processed-gene-12.12","gstm2","LASC007857","gstm2","000080F",2791994,2792668
"9145","augustus_masked-000080F-processed-gene-12.13","LASC007858","LASC007858","LASC007858","000080F",2809287,2809526
"9146","augustus_masked-000080F-processed-gene-12.14","LASC007859","LASC007859","LASC007859","000080F",2811177,2811839
"9147","augustus_masked-000080F-processed-gene-12.15","LASC007860","LASC007860","LASC007860","000080F",2813707,2814366
"9148","augustus_masked-000080F-processed-gene-12.16","gstm1_12","LASC007861","gstm1-12","000080F",2817629,2818300
"9149","augustus_masked-000080F-processed-gene-12.17","LASC007862","LASC007862","LASC007862","000080F",2843032,2843703
"9150","maker-000080F-est_gff_StringTie-gene-12.7","LASC007863","LASC007863","LASC007863","000080F",2860610,2896136
"9151","augustus_masked-000080F-processed-gene-12.18","gstm1_6","LASC007864","gstm1-6","000080F",2871794,2872459
"9152","augustus_masked-000080F-processed-gene-12.22","LASC007865","LASC007865","LASC007865","000080F",2909967,2910632
"9153","maker-000080F-est_gff_StringTie-gene-12.9","LASC007866","LASC007866","LASC007866","000080F",2911322,2920132
"9154","maker-000080F-est_gff_StringTie-gene-13.0","slc16a12_8","LASC007867","slc16a12-8","000080F",2933993,3199615
"9155","maker-000080F-est_gff_StringTie-gene-14.1","tmem267","LASC007868","tmem267","000080F",3338132,3353961
"9156","maker-000080F-est_gff_StringTie-gene-14.3","brwd1","LASC007869","brwd1","000080F",3355025,3449955
"9157","maker-000080F-exonerate_protein2genome-gene-14.0","dhdds","LASC007870","dhdds","000080F",3449601,3479345
"9158","augustus_masked-000080F-processed-gene-14.8","LASC007871","LASC007871","LASC007871","000080F",3504460,3504789
"9159","maker-000080F-est_gff_StringTie-gene-15.0","maco1a","LASC007872","maco1a","000080F",3507565,3649395
"9160","maker-000080F-est_gff_StringTie-gene-16.0","lrk-1","LASC007873","lrk-1","000080F",3664731,3866474
"9161","maker-000080F-est_gff_StringTie-gene-15.1","LASC007874","LASC007874","LASC007874","000080F",3704849,3710107
"9162","evm-000080F-processed-gene-17.0","hts","LASC007875","hts","000080F",3960483,4038883
"9163","augustus_masked-000080F-processed-gene-17.7","zfp69b_2","LASC007876","zfp69b-2","000080F",4042612,4043565
"9164","maker-000080F-exonerate_protein2genome-gene-17.5","znf708_znf569","LASC007877","znf708-znf569","000080F",4084407,4114053
"9165","augustus_masked-000080F-processed-gene-17.12","LASC007878","LASC007878","LASC007878","000080F",4096747,4097448
"9166","evm-000080F-processed-gene-17.1","jhamt_8","LASC007879","jhamt-8","000080F",4148434,4159875
"9167","maker-000080F-est_gff_StringTie-gene-17.2","LASC007880","LASC007880","LASC007880","000080F",4169631,4171469
"9168","maker-000080F-est_gff_StringTie-gene-17.4","LASC007881","LASC007881","LASC007881","000080F",4175557,4197325
"9169","maker-000080F-est_gff_StringTie-gene-18.0","jhamt_11","LASC007882","jhamt-11","000080F",4224724,4251236
"9170","maker-000080F-est_gff_StringTie-gene-18.1","jhamt_5","LASC007883","jhamt-5","000080F",4257434,4269815
"9171","maker-000080F-est_gff_StringTie-gene-18.2","jhamt_6","LASC007884","jhamt-6","000080F",4280256,4298288
"9172","maker-000080F-est_gff_StringTie-gene-18.3","faah2_13","LASC007885","faah2-13","000080F",4314385,4341710
"9173","augustus_masked-000080F-processed-gene-18.13","LASC007886","LASC007886","LASC007886","000080F",4314632,4314916
"9174","augustus_masked-000080F-processed-gene-18.14","LASC007887","LASC007887","LASC007887","000080F",4314948,4315292
"9175","maker-000080F-est_gff_StringTie-gene-18.4","faah2_11","LASC007888","faah2-11","000080F",4355415,4397898
"9176","evm-000080F-processed-gene-19.8","faah2_2","LASC007889","faah2-2","000080F",4441698,4672963
"9177","maker-000080F-est_gff_StringTie-gene-20.0","faah2a_5","LASC007890","faah2a-5","000080F",4488519,4704339
"9178","maker-000080F-est_gff_StringTie-gene-20.1","faah2_16","LASC007891","faah2-16","000080F",4709494,4775815
"9179","maker-000080F-exonerate_protein2genome-gene-20.4","LASC007892","LASC007892","LASC007892","000080F",4779586,4868753
"9180","maker-000080F-est_gff_StringTie-gene-20.3","trip12","LASC007893","trip12","000080F",4807401,4847466
"9181","maker-000080F-est_gff_StringTie-gene-22.1","LASC007894","LASC007894","LASC007894","000080F",5281137,5349433
"9182","maker-000080F-est_gff_StringTie-gene-22.0","npfr_2","LASC007895","npfr-2","000080F",5294111,5416084
"9183","maker-000080F-est_gff_StringTie-gene-26.0","npfr","LASC007896","npfr","000080F",6218585,6347819
"9184","maker-000080F-exonerate_protein2genome-gene-27.0","znf182_znf726_znf91_znf71_znf226_znf569_znf227_znf16","LASC007897","znf182-znf726-znf91-znf71-znf226-znf569-znf227-znf16","000080F",6536580,6553721
"9185","maker-000080F-est_gff_StringTie-gene-29.1","trrap_nipped-a","LASC007898","trrap-nipped-a","000080F",6599954,6903441
"9186","maker-000080F-exonerate_protein2genome-gene-29.0","znf235_znf84","LASC007899","znf235-znf84","000080F",6926214,6927608
"9187","evm-000080F-processed-gene-29.3","ttll-15","LASC007900","ttll-15","000080F",6968266,7003218
"9188","maker-000080F-est_gff_StringTie-gene-30.0","arel1","LASC007901","arel1","000080F",7003346,7165509
"9189","maker-000080F-exonerate_protein2genome-gene-30.6","rsf1_3","LASC007902","rsf1-3","000080F",7183463,7186256
"9190","maker-000080F-est_gff_StringTie-gene-30.2","LASC007903","LASC007903","LASC007903","000080F",7206178,7207115
"9191","maker-000080F-est_gff_StringTie-gene-30.3","ppp4r4","LASC007904","ppp4r4","000080F",7222566,7312423
"9192","maker-000080F-augustus-gene-30.5","barx1","LASC007905","barx1","000080F",7383674,7398511
"9193","augustus_masked-001246F-processed-gene-0.3","alkbh2_193","LASC022792","alkbh2-193","001246F",16941,17534
"9194","augustus_masked-001826F-processed-gene-0.2","LASC022852","LASC022852","LASC022852","001826F",2200,2511
"9195","augustus_masked-001826F-processed-gene-0.3","LASC022854","LASC022854","LASC022854","001826F",5843,6253
"9196","maker-001826F-exonerate_protein2genome-gene-0.2","his1.3_2","LASC022853","his1.3-2","001826F",5005,16413
"9197","augustus_masked-001826F-processed-gene-0.4","LASC022855","LASC022855","LASC022855","001826F",13001,13312
"9198","augustus_masked-001826F-processed-gene-0.5","LASC022856","LASC022856","LASC022856","001826F",16643,17053
"9199","augustus_masked-001826F-processed-gene-0.13","LASC022857","LASC022857","LASC022857","001826F",17646,18020
"9200","augustus_masked-001826F-processed-gene-0.14","LASC022858","LASC022858","LASC022858","001826F",19665,20243
"9201","maker-000031F-est_gff_StringTie-gene-0.0","LASC004085","LASC004085","LASC004085","000031F",69722,77268
"9202","maker-000031F-augustus-gene-1.0","dscam2_13","LASC004086","dscam2-13","000031F",132531,157608
"9203","maker-000031F-est_gff_StringTie-gene-1.0","LASC004087","LASC004087","LASC004087","000031F",316850,323151
"9204","augustus_masked-000031F-processed-gene-4.2","tdpoz3_7","LASC004088","tdpoz3-7","000031F",920810,921868
"9205","maker-000031F-est_gff_StringTie-gene-7.0","dscam2_24","LASC004089","dscam2-24","000031F",1051961,1761228
"9206","augustus_masked-000031F-processed-gene-8.2","LASC004090","LASC004090","LASC004090","000031F",1856907,1857191
"9207","maker-000031F-est_gff_StringTie-gene-13.1","dscam2_22","LASC004091","dscam2-22","000031F",2425372,3048316
"9208","maker-000031F-est_gff_StringTie-gene-17.1","ehmt1_2","LASC004092","ehmt1-2","000031F",3994861,4111457
"9209","augustus_masked-000031F-processed-gene-17.7","smarcal1","LASC004093","smarcal1","000031F",4140359,4142416
"9210","maker-000031F-est_gff_StringTie-gene-18.0","mfsd4a_2","LASC004094","mfsd4a-2","000031F",4196041,4250324
"9211","maker-000031F-est_gff_StringTie-gene-18.3","stg","LASC004095","stg","000031F",4275580,4282280
"9212","evm-000031F-processed-gene-18.8","borcs6","LASC004096","borcs6","000031F",4282565,4307350
"9213","augustus_masked-000031F-processed-gene-18.4","api5","LASC004097","api5","000031F",4338826,4340385
"9214","maker-000031F-est_gff_StringTie-gene-18.2","LASC004098","LASC004098","LASC004098","000031F",4341557,4341899
"9215","maker-000031F-est_gff_StringTie-gene-20.0","LASC004099","LASC004099","LASC004099","000031F",4724135,4769329
"9216","maker-000031F-exonerate_protein2genome-gene-23.0","hrh1","LASC004100","hrh1","000031F",5297749,5545069
"9217","maker-000031F-est_gff_StringTie-gene-23.2","LASC004101","LASC004101","LASC004101","000031F",5592115,5600250
"9218","maker-000031F-est_gff_StringTie-gene-25.0","LASC004102","LASC004102","LASC004102","000031F",6047335,6055263
"9219","maker-000031F-augustus-gene-25.2","LASC004103","LASC004103","LASC004103","000031F",6087982,6112441
"9220","maker-000031F-est_gff_StringTie-gene-25.1","LASC004104","LASC004104","LASC004104","000031F",6131075,6131977
